Hospital Name,Address 1,City,State,ZIP Code,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia
CHRISTUS ST CATHERINE HOSPITAL,701 SOUTH FRY ROAD,KATY,TX,77450,19.5,14.6,17.9
ENNIS REGIONAL MEDICAL CENTER,2201 WEST LAMPASAS STREET,ENNIS,TX,75119,Not Available,12.6,16.2
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPRESSWAY NORTH,ALLEN,TX,75013,Not Available,16.4,16.9
METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY,HOUSTON,TX,77070,16.1,13.6,15.8
MEMORIAL HERMANN KATY HOSPITAL,23900 KATY FREEWAY,KATY,TX,77494,21.1,15.3,16.2
MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 W GRAND PARKWAY SOUTH,SUGAR LAND,TX,77479,20.5,16.9,17.2
BAYLOR HEART AND VASCULAR HOSPITAL,621 NORTH HALL STREET,DALLAS,TX,75226,19.2,15,Not Available
HARLINGEN MEDICAL CENTER,5501 SOUTH EXPRESSWAY 77,HARLINGEN,TX,78550,17.6,12.6,13.7
ST LUKE'S THE WOODLANDS HOSPITAL,17200 ST LUKE'S WAY,THE WOODLANDS,TX,77384,19.3,13.6,15.4
SETON SOUTHWEST HOSPITAL,7900 FM 1826,AUSTIN,TX,78737,Not Available,Not Available,15.7
SETON  NORTHWEST HOSPITAL,11113 RESEARCH BOULEVARD,AUSTIN,TX,78759,Not Available,13.6,12.9
DOCTORS HOSPITAL AT RENAISSANCE,5501 SOUTH MCCOLL,EDINBURG,TX,78539,19.7,13.2,12.8
TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE                        ,TX,76504,19.9,13.5,14.8
AUSTIN SURGICAL HOSPITAL,3003 BEE CAVES ROAD,AUSTIN,TX,78746,Not Available,Not Available,Not Available
USMD HOSPITAL AT ARLINGTON L P,801 W INTERSTATE 20,ARLINGTON,TX,76017,Not Available,Not Available,Not Available
IRVING COPPELL SURGICAL HOSPITAL LLP,400 WEST INTERSTATE 635 SUITE 101,IRVING,TX,75063,Not Available,Not Available,Not Available
QUAIL CREEK SURGICAL HOSPITAL,6819 PLUM CREEK,AMARILLO,TX,79124,Not Available,Not Available,Not Available
LUBBOCK HEART HOSPITAL LP,4810 NORTH LOOP 289,LUBBOCK,TX,79416,17.6,13.3,15.2
"EAST EL PASO PHYSICIANS MEDICAL CENTER, LLC",1416 GEORGE DIETER,EL PASO,TX,79936,19.8,14.2,13.8
BAYLOR SURGICAL HOSPITAL AT FORT WORTH,750 12TH AVENUE,FORT WORTH,TX,76104,Not Available,Not Available,Not Available
BAYLOR MEDICAL CENTER AT TROPHY CLUB,2850 SOUTH HIGHWAY 114E,TROPHY CLUB,TX,76262,Not Available,Not Available,Not Available
EAST TEXAS MEDICAL CENTER - GILMER,712 NORTH WOOD,GILMER,TX,75644,Not Available,13.3,15.2
CENTENNIAL MEDICAL CENTER,12505 LEBANON ROAD,FRISCO,TX,75035,21.7,12.7,17.7
SOUTHWEST SURGICAL HOSPITAL,1612 HURST TOWN CENTER DRIVE,HURST,TX,76054,Not Available,Not Available,Not Available
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1545 E SOUTHLAKE BLVD,SOUTHLAKE,TX,76092,Not Available,Not Available,Not Available
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,7115 GREENVILLE AVENUE SUITE 100,DALLAS,TX,75231,Not Available,Not Available,Not Available
BAYLOR REGIONAL MEDICAL CENTER AT PLANO,4700 ALLIANCE BOULEVARD,PLANO,TX,75093,20.6,14.1,14.4
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,6020 W PARKER ROAD,PLANO,TX,75093,Not Available,Not Available,Not Available
NORTH TEXAS HOSPITAL,2801 SOUTH MAYHILL ROAD,DENTON,TX,76208,Not Available,Not Available,Not Available
PINE CREEK MEDICAL CENTER LLP,9032 HARRY HINES BLVD,DALLAS,TX,75235,Not Available,Not Available,Not Available
SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO                   ,TX,78229,19,14.1,14.3
REAGAN MEMORIAL HOSPITAL,805 NORTH MAIN,BIG LAKE,TX,76932,Not Available,Not Available,Not Available
GOOD SHEPHARD MEDICAL CENTER-LINDEN,404 NORTH KAUFMAN STREET,LINDEN,TX,75563,Not Available,17.8,22.7
LIMESTONE MEDICAL CENTER,701 MCCLINTIC DRIVE,GROESBECK,TX,76642,Not Available,15.7,22.3
BURLESON ST JOSEPH HEALTH CENTER,1101 WOODSON DRIVE,CALDWELL,TX,77836,Not Available,Not Available,18
YOAKUM COUNTY HOSPITAL,412 MUSTANG AVENUE,DENVER CITY,TX,79323,Not Available,16.1,14.9
MCCAMEY HOSPITAL,2500 HWY 305 SOUTH,MCCAMEY,TX,79752,Not Available,Not Available,Not Available
BALLINGER MEMORIAL HOSPITAL,608 AVENUE B,BALLINGER,TX,76821,Not Available,17.3,22.6
FISHER COUNTY HOSPITAL DISTRICT,774 STATE HIGHWAY 70 N,ROTAN,TX,79546,Not Available,Not Available,17.3
NORTH RUNNELS HOSPITAL,7821 EAST HIGHWAY 153,WINTERS,TX,79567,Not Available,Not Available,Not Available
MADISON ST JOSEPH HEALTH CENTER,100 WEST CROSS STREET,MADISONVILLE,TX,77864,Not Available,15.2,18.2
MOTHER FRANCES HOSPITAL JACKSONVILLE,2026 S JACKSON STREET,JACKSONVILLE,TX,75766,Not Available,15.3,19.1
BAYSIDE COMMUNITY HOSPITAL,200 HOSPITAL DRIVE,ANAHUAC,TX,77514,Not Available,Not Available,16.5
HUNT REGIONAL COMMUNITY HOSPITAL,2900 STERLING HART DRIVE,COMMERCE,TX,75428,Not Available,17.1,17.5
GRIMES ST JOSEPH HEALTH CENTER,210 JUDSON ST,NAVASOTA,TX,77868,Not Available,17.1,19
ROLLINS BROOK COMMUNITY HOSPITAL,608 NORTH KEY AVENUE,LAMPASAS,TX,76550,Not Available,14,13.3
MEDINA REGIONAL HOSPITAL,3100 AVENUE E,HONDO,TX,78861,Not Available,16.2,16.9
COON MEMORIAL HOSPITAL,1411 DENVER AVENUE,DALHART,TX,79022,Not Available,16.7,15.8
PARKVIEW HOSPITAL,901 S. SWEETWATER,WHEELER,TX,79096,Not Available,Not Available,15.6
W J MANGOLD MEMORIAL HOSPITAL,320 NORTH MAIN,LOCKNEY,TX,79241,Not Available,16.8,14.3
HASKELL MEMORIAL HOSPITAL,1 NORTH AVENUE N  PO BOX 1117,HASKELL,TX,79521,Not Available,Not Available,18.9
MITCHELL COUNTY HOSPITAL DISTRICT,997 WEST I-20,COLORADO CITY,TX,79512,Not Available,16.2,17.2
ELECTRA MEMORIAL HOSPITAL,1207 S BAILEY STREET,ELECTRA,TX,76360,Not Available,16.2,14.6
HANSFORD COUNTY HOSPITAL,707 ROLAND ST,SPEARMAN,TX,79081,Not Available,Not Available,16.4
YOAKUM COMMUNITY HOSPITAL,1200 CARL RAMERT DRIVE,YOAKUM,TX,77995,20.4,16.5,17.1
COLEMAN COUNTY MEDICAL CENTER,310 SOUTH PECOS STREET,COLEMAN,TX,76834,Not Available,15.9,21.9
SWISHER MEMORIAL HOSPITAL,539 SOUTHEAST 2ND,TULIA,TX,79088,Not Available,15.7,16.5
PLAINS MEMORIAL HOSPITAL,310 WEST HALSELL STREET,DIMMITT,TX,79027,Not Available,16.2,16.6
MEMORIAL MEDICAL CENTER,815 N VIRGINIA STREET,PORT LAVACA,TX,77979,Not Available,14.3,16.7
OTTO KAISER MEMORIAL HOSPITAL,3349 S HIGHWAY 181,KENEDY,TX,78119,Not Available,18.9,16.8
SETON HIGHLAND LAKES,HIGHWAY 281 SOUTH,BURNET,TX,78611,Not Available,13.7,13.8
EAST TEXAS MEDICAL CENTER PITTSBURG,2701 US HWY 271 N,PITTSBURG,TX,75686,Not Available,16.3,19.5
GOLDEN PLAINS COMMUNITY HOSPITAL,100 MEDICAL DRIVE,BORGER,TX,79007,Not Available,19,17.9
RED RIVER REGIONAL HOSPITAL,504 LIPSCOMB STREET,BONHAM,TX,75418,Not Available,13.4,18.6
SETON EDGAR B DAVIS HOSPITAL,130 HAYS STREET,LULING,TX,78648,Not Available,16.1,14.5
MULESHOE AREA MEDICAL CENTER,708 S 1ST ST,MULESHOE,TX,79347,Not Available,16.9,15.9
WARD MEMORIAL HOSPITAL,406 SOUTH GARY ST,MONAHANS,TX,79756,Not Available,16,16.7
SCOTT & WHITE HOSPITAL-TAYLOR,305 MALLARD,TAYLOR,TX,76574,Not Available,16.8,18.9
LAVACA MEDICAL CENTER,1400 NORTH TEXANA STREET,HALLETTSVILLE,TX,77964,Not Available,15.2,17.1
REEVES COUNTY HOSPITAL DISTRICT,2323 TEXAS STREET,PECOS,TX,79772,Not Available,15.5,15.6
BIG BEND REGIONAL MEDICAL CENTER,2600 HIGHWAY 118 NORTH,ALPINE,TX,79830,Not Available,14.4,17.5
CORYELL MEMORIAL HEALTHCARE SYSTEM,1507 W MAIN STREET,GATESVILLE,TX,76528,Not Available,14.6,17.1
UTAH VALLEY REGIONAL MEDICAL CENTER,1034 NORTH 500 WEST,PROVO,UT,84604,18.3,18.2,17.5
SALT LAKE REGIONAL MEDICAL CENTER,1050 EAST SOUTH TEMPLE,SALT LAKE CITY,UT,84102,20.5,16.3,17
MCKAY DEE HOSPITAL CENTER,4401 HARRISON BOULEVARD,OGDEN,UT,84403,19.7,15.3,17.1
OGDEN REGIONAL MEDICAL CENTER,5475 SOUTH 500 EAST,OGDEN,UT,84405,18.7,18.4,17.5
LDS HOSPITAL,324 8TH AVENUE,SALT LAKE CITY,UT,84143,Not Available,15.9,13.6
VALLEY VIEW MEDICAL CENTER,1303 NORTH MAIN STREET,CEDAR CITY,UT,84720,20.1,17.2,20
UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,50 NORTH MEDICAL DRIVE,SALT LAKE CITY,UT,84132,18.4,17.6,13.3
INTERMOUNTAIN MEDICAL CENTER,5121 SOUTH COTTONWOOD STREET,MURRAY,UT,84157,16.9,14.5,16.8
CASTLEVIEW HOSPITAL,300 NORTH HOSPITAL DRIVE,PRICE,UT,84501,Not Available,21.5,20.5
MOUNTAIN VIEW HOSPITAL,1000 EAST 100 NORTH,PAYSON,UT,84651,20.2,17.1,15.7
MOUNTAIN WEST MEDICAL CENTER,2055 NORTH MAIN STREET,TOOELE,UT,84074,Not Available,17.3,17.2
LOGAN REGIONAL HOSPITAL,1400 NORTH 500 EAST,LOGAN,UT,84341,19.9,15,14.3
BRIGHAM CITY COMMUNITY HOSPITAL,950 SOUTH MEDICAL DRIVE,BRIGHAM CITY,UT,84302,Not Available,Not Available,17.9
UINTAH BASIN MEDICAL CENTER,250 WEST 300 NORTH (75-2),ROOSEVELT,UT,84066,Not Available,16.4,19.4
DIXIE REGIONAL MEDICAL CENTER,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,UT,84790,16.1,17.3,14.5
AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,AMERICAN FORK,UT,84003,Not Available,15.8,15.2
SEVIER VALLEY MEDICAL CENTER,1000 NORTH MAIN STREET,RICHFIELD,UT,84701,Not Available,17.8,15.6
VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY                ,UT,84148,19,13.8,18.8
ASHLEY VALLEY MEDICAL CENTER,150 WEST 100 NORTH,VERNAL,UT,84078,Not Available,16.2,19.2
GARFIELD MEMORIAL HOSPITAL,200 NORTH 400 EAST,PANGUITCH,UT,84759,Not Available,Not Available,17.4
BEAVER VALLEY HOSPITAL,1109 NORTH 100 WEST,BEAVER,UT,84713,Not Available,Not Available,16.5
BEAR RIVER VALLEY HOSPITAL,905 NORTH 1000 WEST,TREMONTON,UT,84337,Not Available,Not Available,Not Available
DAVIS HOSPITAL AND MEDICAL CENTER,1600 WEST ANTELOPE DRIVE,LAYTON,UT,84041,19.5,17.8,17
LAKEVIEW HOSPITAL,630 EAST MEDICAL DRIVE,BOUNTIFUL,UT,84010,19.4,15.4,16.6
ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,UT,84094,Not Available,16.6,15.1
ST MARKS HOSPITAL,1200 EAST 3900 SOUTH,SALT LAKE CITY,UT,84124,20.8,16.8,13.9
JORDAN VALLEY MEDICAL CENTER,3580 WEST 9000 SOUTH,WEST JORDAN,UT,84088,20.1,18.7,16.7
TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,OREM,UT,84057,20.9,16.7,16.5
CACHE VALLEY SPECIALITY HOSPITAL,2380 NORTH 400 EAST,NORTH LOGAN,UT,84341,Not Available,Not Available,Not Available
RIVERTON HOSPITAL,3741 WEST 12600 SOUTH,RIVERTON,UT,84065,Not Available,Not Available,17.9
DELTA COMMUNITY MEDICAL CENTER,126 SOUTH WHITE SAGE AVENUE,DELTA,UT,84624,Not Available,Not Available,Not Available
FILLMORE COMMUNITY MEDICAL CENTER,674 SOUTH HIGHWAY 99,FILLMORE,UT,84631,Not Available,Not Available,Not Available
SANPETE VALLEY HOSPITAL - CAH,1100 SOUTH MEDICAL DRIVE,MOUNT PLEASANT,UT,84647,Not Available,Not Available,18.1
CENTRAL VALLEY MEDICAL CENTER - CAH,48 WEST 1500 NORTH,NEPHI,UT,84648,Not Available,17.5,14.3
GUNNISON VALLEY HOSPITAL,64 EAST 100 NORTH,GUNNISON,UT,84634,Not Available,Not Available,17.1
HEBER VALLEY MEDICAL CENTER,1485 SOUTH HIGHWAY 40,HEBER CITY,UT,84032,Not Available,Not Available,18.7
BLUE MOUNTAIN HOSPITAL,802 SOUTH 200 WEST,BLANDING,UT,84511,Not Available,Not Available,Not Available
CENTRAL VERMONT MEDICAL CENTER,BOX 547,BARRE,VT,5641,19.5,17.6,14.3
FLETCHER ALLEN HOSPITAL OF VERMONT,111 COLCHESTER AVE,BURLINGTON,VT,5401,17.5,19,15.6
RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN ST,RUTLAND,VT,5701,19.1,14.5,12.3
BRATTLEBORO MEMORIAL HOSPITAL,17 BELMONT AVE,BRATTLEBORO,VT,5301,20.9,20.5,17.4
SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE,BENNINGTON,VT,5201,20.2,16.4,13.9
WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION          ,VT,5009,20.4,14.9,16.1
NORTHWESTERN MEDICAL CENTER INC,133 FAIRFIELD STREET,SAINT ALBANS,VT,5478,20.6,19.2,15.7
GRACE COTTAGE HOSPITAL,PO BOX 216,TOWNSHEND,VT,5353,Not Available,Not Available,18.7
GIFFORD MEDICAL CENTER,44 SOUTH MAIN STREET,RANDOLPH,VT,5060,23.1,16,13.7
MT ASCUTNEY HOSPITAL,289 COUNTY ROAD,WINDSOR,VT,5089,Not Available,15,14.4
NORTHEASTERN VERMONT REGIONAL HOSPITAL,1315 HOSPITAL DRIVE,SAINT JOHNSBURY,VT,5819,24.4,18.4,15.6
NORTH COUNTRY HOSPITAL AND HEALTH CENTER,189 PROUTY DRIVE,NEWPORT,VT,5855,19.4,17.5,16.4
COPLEY HOSPITAL,528 WASHINGTON HIGHWAY,MORRISVILLE,VT,5661,21.3,15.7,17.2
SPRINGFIELD HOSPITAL,PO BOX 2003,SPRINGFIELD,VT,5156,18.8,14.7,15.7
"PORTER HOSPITAL, INC",115 PORTER DRIVE,MIDDLEBURY,VT,5753,Not Available,16.1,19
"ROY LESTER SCHNEIDER HOSPITAL,THE",9048 SUGAR ESTATE,ST THOMAS,VI,801,19.9,19.3,19.4
GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,"#4007 EST DIAMOND RUBY, CHRISTIANSTED",ST CROIX,VI,820,22.6,19.6,19.5
NORTON COMMUNITY HOSPITAL,100  15TH ST NW,NORTON,VA,24273,21.7,12.2,11.4
RUSSELL COUNTY MEDICAL CENTER,58 CARROLL STREET,LEBANON,VA,24266,19.8,15,16.3
ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,17.8,12.4,13.4
WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,16.6,13,13.8
SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DR,NORFOLK,VA,23507,21.6,11.5,14.2
UNIVERSITY OF VIRGINIA MEDICAL CENTER,JEFFERSON PARK AVE,CHARLOTTESVILLE,VA,22908,17.3,15.8,14.9
BON SECOURS - DEPAUL MEDICAL CENTER,150 KINGSLEY LANE,NORFOLK,VA,23505,17.7,13.1,14.6
LEE REGIONAL MEDICAL CENTER,127 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277,19.5,13.7,14.7
HALIFAX REGIONAL HOSPITAL,2204 WILBORN AVENUE,HALIFAX,VA,24558,18.3,13.4,17.8
BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,PORTSMOUTH,VA,23707,20.2,12.6,17.4
AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,17.6,14.7,11.4
CULPEPER REGIONAL HOSPITAL,501 SUNSET LANE,CULPEPER,VA,22701,20.5,16.3,16.3
JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,19.4,13.2,15.7
"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,16.1,13.3,13.7
"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,17.9,14,13.3
"THE FAUQUIER HOSPITAL, INC",500 HOSPITAL DRIVE,WARRENTON,VA,20186,18.6,13.5,15.2
CARILION ROANOKE MEMORIAL CENTER,"1906 BELLEVIEW AVENUE, SE",ROANOKE,VA,24014,16.1,15.1,15.5
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,310 THIRD STREET NE,NORTON,VA,24273,19,14,14.7
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,1250 EAST MARSHALL STREET - BOX 980510,RICHMOND,VA,23298,21.6,16.5,15.4
WARREN MEMORIAL HOSPITAL,1000 NORTH SHENANDOAH AVE,FRONT ROYAL,VA,22630,Not Available,17,15.8
RIVERSIDE SHORE MEMORIAL HOSPITAL,9507 HOSPITAL AVENUE,NASSAWADOX,VA,23413,20.3,16.4,16.5
SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,MARION,VA,24354,20.7,17.2,16.1
INOVA ALEXANDRIA HOSPITAL,4320 SEMINARY RD,ALEXANDRIA,VA,22304,16.7,11.2,13.1
MARY IMMACULATE HOSPITAL,2 BERNARDINE DRIVE,NEWPORT NEWS,VA,23602,22,14.6,16.2
CARILION NEW RIVER VALLEY MEDICAL CENTER,2900 LAMB CIRCLE,CHRISTIANSBURG,VA,24073,21.9,14.9,15.8
INOVA LOUDOUN HOSPITAL,44045 RIVERSIDE PARKWAY,LEESBURG,VA,20176,17.6,14.1,12
SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,SUFFOLK,VA,23439,21.7,16.2,17.5
PRINCE WILLIAM HOSPITAL,8700 SUDLEY RD,MANASSAS,VA,20110,20.4,14.3,16.5
SENTARA LEIGH HOSPITAL,830 KEMPSVILLE ROAD,NORFOLK,VA,23502,19.9,15.8,20.6
LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,VA,24153,18.6,14.4,12.6
VIRGINIA HOSPITAL CENTER - ARLINGTON,1701 NORTH GEORGE MASON DRIVE,ARLINGTON,VA,22205,17.9,13.6,14.4
RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,16.5,14.4,14.9
JOHNSTON MEMORIAL HOSPITAL,16000 JOHNSTON MEMORIAL DRIVE,ABINGDON,VA,24211,17.8,14.1,15.8
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,19.1,14.9,13.1
BON SECOURS - ST MARYS HOSPITAL OF RICHMOND,5801 BREMO RD,RICHMOND,VA,23226,18,13.1,14.5
CLINCH VALLEY MEDICAL CENTER,6801 GOV G C PEERY HWY,RICHLANDS,VA,24641,19.8,14.4,14.6
INOVA FAIRFAX HOSPITAL,3300 GALLOWS RD,FALLS CHURCH,VA,22042,17.6,12.1,11.3
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,100 SENTARA CIRCLE,WILLIAMSBURG,VA,23188,17.4,14.5,14.6
SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,17.9,11.4,13.8
BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,17.2,13.8,14.1
HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON                       ,VA,23667,Not Available,15,15.8
DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,21,15.3,16.1
MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,19.2,14.4,13.7
MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,320 HOSPITAL DRIVE,MARTINSVILLE,VA,24115,22.3,18.7,19.2
RIVERSIDE TAPPAHANNOCK HOSPITAL,618 HOSPITAL ROAD,TAPPAHANNOCK,VA,22560,23.1,15.6,17
BEDFORD MEMORIAL HOSPITAL,1613 OAKWOOD STREET,BEDFORD,VA,24523,Not Available,18.6,21.8
CARILION FRANKLIN MEMORIAL HOSPITAL,180 FLOYD AVENUE,ROCKY MOUNT,VA,24151,21,16.4,15.8
"SOUTHSIDE COMMUNITY HOSPITAL, INC",800 OAK STREET,FARMVILLE,VA,23901,19.6,15.5,13.2
SOUTHAMPTON MEMORIAL HOSPITAL,100 FAIRVIEW DRIVE,FRANKLIN,VA,23851,19.6,15.2,17
SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,HAMPTON,VA,23666,22.1,15,17.4
BON SECOURS - RICHMOND COMMUNITY HOSPITAL,1500 N. 28TH STREET,RICHMOND,VA,23223,Not Available,15.6,Not Available
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,727 NORTH MAIN STREET,EMPORIA,VA,23847,19.8,15.6,21.7
"COMMUNITY MEMORIAL HEALTHCENTER, INC",125 BUENA VISTA CIRCLE,SOUTH HILL,VA,23970,18.8,17.2,16.3
INOVA FAIR OAKS HOSPITAL,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,VA,22033,18,15.2,14.6
RESTON HOSPITAL CENTER,1850 TOWN CENTER PARKWAY,RESTON,VA,20190,18,13.9,12.9
RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND                      ,VA,23249,20.7,15.3,16.6
LEWISGALE HOSPITAL MONTGOMERY,3700 SOUTH MAIN STREET,BLACKSBURG,VA,24060,21.4,14.1,15.5
WYTHE COUNTY COMMUNITY HOSPITAL,600 WEST RIDGE ROAD,WYTHEVILLE,VA,24382,18.1,16.2,15.5
CJW MEDICAL CENTER,1401 JOHNSTON WILLIS DRIVE,RICHMOND,VA,23235,18.6,13.7,17.2
SENTARA POTOMAC HOSPITAL,2300 OPITZ BOULEVARD,WOODBRIDGE,VA,22191,16.9,11,14.6
WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,19.3,12.9,14.2
TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,21,17.5,18.5
LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,18.8,15.2,15.8
CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,21.1,18.8,19.3
HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,17.9,13.2,13.7
SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,VIRGINIA BEACH,VA,23456,21,14.4,20.2
SALEM VA MEDICAL CENTER,1970 BOULEVARD,SALEM                         ,VA,24153,22.4,14.4,12.9
CHESAPEAKE REGIONAL MEDICAL CENTER,736 BATTLEFIELD BLVD NORTH,CHESAPEAKE,VA,23320,15.4,11.5,12.7
INOVA MOUNT VERNON HOSPITAL,2501 PARKERS LANE,ALEXANDRIA,VA,22306,21.3,14.8,15.6
RAPPAHANNOCK GENERAL HOSPITAL,101 HARRIS ROAD,KILMARNOCK,VA,22482,19.3,18.2,19
LEWISGALE HOSPITAL ALLEGHANY,ONE ARH LANE - PO BOX 7,LOW MOOR,VA,24457,18.3,12.6,15.2
BUCHANAN GENERAL HOSPITAL,1535 SLATE CREEK ROAD,GRUNDY,VA,24614,19.8,13.6,18.9
RIVERSIDE WALTER REED HOSPITAL,7519 HOSPITAL ROAD,GLOUCESTER,VA,23061,21.1,16.6,18.2
BON SECOURS - ST FRANCIS MEDICAL CENTER,13700 STFRANCIS BLVD SUITE 100,MIDLOTHIAN,VA,23114,21.8,15.7,14.6
"STAFFORD HOSPITAL, LLC","101 HOSPITAL CENTER BOULEVARD, SUITE 307",STAFFORD,VA,22554,17.9,16.3,13
SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,22408,Not Available,16.6,17.3
BATH COUNTY COMMUNITY HOSPITAL,106 PARK DRIVE- PO DRAWER Z,HOT SPRINGS,VA,24445,Not Available,15.5,17.9
CARILION GILES COMMUNITY HOSPITAL,159 HARTLEY WAY,PEARISBURG,VA,24134,18.6,13.7,15.8
CARILION STONEWALL JACKSON HOSPITAL,1 HEALTH CIRCLE,LEXINGTON,VA,24450,21.4,18.1,17.4
SHENANDOAH MEMORIAL HOSPITAL,759 SOUTH MAIN STREET,WOODSTOCK,VA,22664,Not Available,16.2,15.3
"PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC",18688 JEB STUART HIGHWAY,STUART,VA,24171,Not Available,Not Available,21.3
"PAGE MEMORIAL HOSPITAL, INC",200 MEMORIAL DRIVE,LURAY,VA,22835,Not Available,17.6,16.2
NORTHWEST HOSPITAL,1550 NORTH 115TH STREET,SEATTLE,WA,98133,18.8,17.3,15.1
PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,WA,99362,19.9,15.7,15.3
SKAGIT VALLEY HOSPITAL,1415 KINCAID STREET,MOUNT VERNON,WA,98274,18.1,17.1,18.2
VIRGINIA MASON MEDICAL CENTER,1100 NINTH AVENUE (PO BOX 900),SEATTLE,WA,98111,16.9,13.6,12.2
ISLAND HOSPITAL,1211  24TH STREET,ANACORTES,WA,98221,20.5,15.9,17.7
UNIVERSITY OF WASHINGTON MEDICAL CTR,1959 NE PACIFIC ST,SEATTLE,WA,98195,18.5,12.6,15.5
HIGHLINE MEDICAL CENTER,16251 SYLVESTER ROAD SW,BURIEN,WA,98166,21.5,15.6,16.6
